SBRN,Hospital,FieldItemMasterNumber,Part Name,Part Description,Unit of Measure,Classification,Manufacturer Name,Vendor Name,Vendor Contact Info,Vendor Part Number,Catalog Number,Price,Lot Number,Batch Number,Expiration Date,Recall Status,Purchase Order Number,Purchase Date,Order Status,QtyOnOrder,OnHandQty,Location,NationalItemMasterId,DataQualityFlags,HumanReviewRequired
SBRN1856,Hospital D,ZJ5745XO,Surgical Gloves,Surgical Gloves - Generic,PACK,Surgical,HealthCorp Intl,MedLogix,457270,VP-3462,CAT-46745,1135.38,LOT-85540,BATCH-2952,2026-11-06,Monitoring,PO-758695,2022-02-13,Pending,73,39,Pharmacy Storage,NIM-SURGICAL-GLOVES,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1857,Hospital D,ZJ5745XO,Surgical Gloves,Surgical Gloves - Generic,PACK,Surgical,HealthCorp Intl,MedLogix,457270,VP-3462,CAT-46745,1135.38,LOT-85540,BATCH-2952,2026-11-06,Monitoring,PO-758695,2022-02-13,Pending,73,39,Pharmacy Storage,NIM-SURGICAL-GLOVES,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1858,Hospital D,VH9195KA,Surgical Gloves,Surgical Gloves - Imported,UNIT,Surgical,SurgiTech LLC,United Medical Suppliers,933590,VP-4187,CAT-71325,80.45,LOT-52113,BATCH-5307,2020-09-03,None,PO-273881,2027-05-20,Pending,179,174,Clinic Supply Cabinet,NIM-SURGICAL-GLOVES,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1859,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Generic,BAG,Implant,MedSupply Corp,MedLogix,475555,VP-1464,CAT-95682,1247.14,LOT-33466,BATCH-6342,2023-08-14,Monitoring,PO-799381,2023-06-27,Pending,8,509,Receiving Dock,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN1860,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Generic,BAG,Implant,MedSupply Corp,MedLogix,475555,VP-1464,CAT-95682,1247.14,LOT-33466,BATCH-6342,2023-08-14,Monitoring,PO-799381,2023-06-27,Pending,8,509,Receiving Dock,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN1861,Hospital D,IE0618UI,Syringe 10ml,Syringe 10ml - Premium,BAG,Supply,HealthCorp Intl,GlobalMed,569121,VP-1793,CAT-69503,524.68,LOT-74712,BATCH-8511,2026-03-19,None,PO-809940,2023-03-13,Canceled,62,4,Pharmacy Storage,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1862,Hospital D,IE0618UI,Syringe 10ml,Syringe 10ml - Premium,BAG,Supply,HealthCorp Intl,GlobalMed,569121,VP-1793,CAT-69503,524.68,LOT-74712,BATCH-8511,2026-03-19,None,PO-809940,2023-03-13,Canceled,62,4,Pharmacy Storage,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1863,Hospital D,IE0618UI,Syringe 10ml,Syringe 10ml - Premium,BAG,Supply,HealthCorp Intl,GlobalMed,569121,VP-1793,CAT-69503,524.68,LOT-74712,BATCH-8511,2026-03-19,None,PO-809940,2023-03-13,Canceled,62,4,Pharmacy Storage,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1864,Hospital D,QZ0210S5,Syringe 10ml,Syringe 10ml - Standard,BAG,Implant,MedSupply Corp,GlobalMed,171331,VP-8740,CAT-76017,1151.34,LOT-74983,BATCH-3398,2023-06-13,Active,PO-259022,2024-08-15,Delivered,28,109,ICU Storage,NIM-SYRINGE-10ML,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1865,Hospital D,QZ0210S5,Syringe 10ml,Syringe 10ml - Standard,BAG,Implant,MedSupply Corp,GlobalMed,171331,VP-8740,CAT-76017,1151.34,LOT-74983,BATCH-3398,2023-06-13,Active,PO-259022,2024-08-15,Delivered,28,109,ICU Storage,NIM-SYRINGE-10ML,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1866,Hospital D,QZ0210S5,Syringe 10ml,Syringe 10ml - Standard,BAG,Implant,MedSupply Corp,GlobalMed,171331,VP-8740,CAT-76017,1151.34,LOT-74983,BATCH-3398,2023-06-13,Active,PO-259022,2024-08-15,Delivered,28,109,ICU Storage,NIM-SYRINGE-10ML,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1867,Hospital D,QZ0210S5,Syringe 10ml,Syringe 10ml - Standard,BAG,Implant,MedSupply Corp,GlobalMed,171331,VP-8740,CAT-76017,1151.34,LOT-74983,BATCH-3398,2023-06-13,Active,PO-259022,2024-08-15,Delivered,28,109,ICU Storage,NIM-SYRINGE-10ML,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1868,Hospital D,QZ0210S5,Syringe 10ml,Syringe 10ml - Standard,BAG,Implant,MedSupply Corp,GlobalMed,171331,VP-8740,CAT-76017,1151.34,LOT-74983,BATCH-3398,2023-06-13,Active,PO-259022,2024-08-15,Delivered,28,109,ICU Storage,NIM-SYRINGE-10ML,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1869,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Standard,BOX,Surgical,MedSupply Corp,GlobalMed,944851,VP-5818,CAT-44385,437.22,LOT-72849,BATCH-7158,2026-01-19,None,PO-170122,2026-03-26,Pending,112,51,ER Supply Room,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1870,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Standard,BOX,Surgical,MedSupply Corp,GlobalMed,944851,VP-5818,CAT-44385,437.22,LOT-72849,BATCH-7158,2026-01-19,None,PO-170122,2026-03-26,Pending,112,51,ER Supply Room,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1871,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Standard,BOX,Surgical,MedSupply Corp,GlobalMed,944851,VP-5818,CAT-44385,437.22,LOT-72849,BATCH-7158,2026-01-19,None,PO-170122,2026-03-26,Pending,112,51,ER Supply Room,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1872,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Standard,BOX,Surgical,MedSupply Corp,GlobalMed,944851,VP-5818,CAT-44385,437.22,LOT-72849,BATCH-7158,2026-01-19,None,PO-170122,2026-03-26,Pending,112,51,ER Supply Room,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1873,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Standard,BOX,Surgical,MedSupply Corp,GlobalMed,944851,VP-5818,CAT-44385,437.22,LOT-72849,BATCH-7158,2026-01-19,None,PO-170122,2026-03-26,Pending,112,51,ER Supply Room,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1874,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,BOX,Medical,SurgiTech LLC,Prime Healthcare Vendors,947006,VP-1235,CAT-90497,1215.68,LOT-38881,BATCH-8642,2021-10-17,Monitoring,PO-478995,2023-07-09,Pending,83,33,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1875,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,BOX,Medical,SurgiTech LLC,Prime Healthcare Vendors,947006,VP-1235,CAT-90497,1215.68,LOT-38881,BATCH-8642,2021-10-17,Monitoring,PO-478995,2023-07-09,Pending,83,33,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1876,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,BOX,Medical,SurgiTech LLC,Prime Healthcare Vendors,947006,VP-1235,CAT-90497,1215.68,LOT-38881,BATCH-8642,2021-10-17,Monitoring,PO-478995,2023-07-09,Pending,83,33,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1877,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,BOX,Medical,SurgiTech LLC,Prime Healthcare Vendors,947006,VP-1235,CAT-90497,1215.68,LOT-38881,BATCH-8642,2021-10-17,Monitoring,PO-478995,2023-07-09,Pending,83,33,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1878,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,BOX,Medical,SurgiTech LLC,Prime Healthcare Vendors,947006,VP-1235,CAT-90497,1215.68,LOT-38881,BATCH-8642,2021-10-17,Monitoring,PO-478995,2023-07-09,Pending,83,33,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1879,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,BOX,Medical,SurgiTech LLC,Prime Healthcare Vendors,947006,VP-1235,CAT-90497,1215.68,LOT-38881,BATCH-8642,2021-10-17,Monitoring,PO-478995,2023-07-09,Pending,83,33,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1880,Hospital D,AY0563YX,Syringe 10ml,Syringe 10ml - Imported,EA,Supply,MedSupply Corp,HealthEquip Direct,512447,VP-3409,CAT-10966,99.45,LOT-31057,BATCH-4789,2021-01-12,None,PO-433891,2025-03-18,Pending,129,451,ICU Storage,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1881,Hospital D,AY0563YX,Syringe 10ml,Syringe 10ml - Imported,EA,Supply,MedSupply Corp,HealthEquip Direct,512447,VP-3409,CAT-10966,99.45,LOT-31057,BATCH-4789,2021-01-12,None,PO-433891,2025-03-18,Pending,129,451,ICU Storage,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1882,Hospital D,AY0563YX,Syringe 10ml,Syringe 10ml - Imported,EA,Supply,MedSupply Corp,HealthEquip Direct,512447,VP-3409,CAT-10966,99.45,LOT-31057,BATCH-4789,2021-01-12,None,PO-433891,2025-03-18,Pending,129,451,ICU Storage,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1883,Hospital D,KD3594F4,Syringe 10ml,Syringe 10ml - Standard,EA,Supply,HealthCorp Intl,United Medical Suppliers,318928,VP-9200,CAT-74045,865.26,LOT-54219,BATCH-8751,2027-07-16,Monitoring,PO-550020,2021-07-15,Pending,8,4,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1884,Hospital D,KD3594F4,Syringe 10ml,Syringe 10ml - Standard,EA,Supply,HealthCorp Intl,United Medical Suppliers,318928,VP-9200,CAT-74045,865.26,LOT-54219,BATCH-8751,2027-07-16,Monitoring,PO-550020,2021-07-15,Pending,8,4,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1885,Hospital D,KD3594F4,Syringe 10ml,Syringe 10ml - Standard,EA,Supply,HealthCorp Intl,United Medical Suppliers,318928,VP-9200,CAT-74045,865.26,LOT-54219,BATCH-8751,2027-07-16,Monitoring,PO-550020,2021-07-15,Pending,8,4,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1886,Hospital D,KD3594F4,Syringe 10ml,Syringe 10ml - Standard,EA,Supply,HealthCorp Intl,United Medical Suppliers,318928,VP-9200,CAT-74045,865.26,LOT-54219,BATCH-8751,2027-07-16,Monitoring,PO-550020,2021-07-15,Pending,8,4,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1887,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1888,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1889,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1890,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1891,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1892,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1893,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1894,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Imported,EA,Pharmaceutical,MedSupply Corp,MedLogix,173945,VP-9353,CAT-25650,1377.77,LOT-65408,BATCH-3478,2024-07-04,Monitoring,PO-739918,2026-09-25,Delivered,144,39,Surgery Closet,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1895,Hospital D,BF5161LH,Syringe 10ml,Syringe 10ml - Premium,EA,Supply,MedSupply Corp,GlobalMed,818187,VP-2523,CAT-60394,1190.81,LOT-92226,BATCH-6172,2021-05-22,None,PO-255445,2025-08-11,Pending,24,8,ER Supply Room,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1896,Hospital D,DY6863MS,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,SurgiTech LLC,United Medical Suppliers,230730,VP-7108,CAT-48561,1295.27,LOT-14231,BATCH-4834,2025-01-16,None,PO-912387,,Delivered,62,186,Receiving Dock,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1897,Hospital D,DY6863MS,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,SurgiTech LLC,United Medical Suppliers,230730,VP-7108,CAT-48561,1295.27,LOT-14231,BATCH-4834,2025-01-16,None,PO-912387,,Delivered,62,186,Receiving Dock,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1898,Hospital D,DY6863MS,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,SurgiTech LLC,United Medical Suppliers,230730,VP-7108,CAT-48561,1295.27,LOT-14231,BATCH-4834,2025-01-16,None,PO-912387,,Delivered,62,186,Receiving Dock,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1899,Hospital D,DY6863MS,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,SurgiTech LLC,United Medical Suppliers,230730,VP-7108,CAT-48561,1295.27,LOT-14231,BATCH-4834,2025-01-16,None,PO-912387,,Delivered,62,186,Receiving Dock,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1900,Hospital D,DY6863MS,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,SurgiTech LLC,United Medical Suppliers,230730,VP-7108,CAT-48561,1295.27,LOT-14231,BATCH-4834,2025-01-16,None,PO-912387,,Delivered,62,186,Receiving Dock,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1901,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,United Medical Suppliers,536180,VP-7695,CAT-18348,137.86,LOT-91751,BATCH-8068,2026-04-11,Monitoring,PO-871910,2021-04-26,Pending,194,48,Main Warehouse,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN1902,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,United Medical Suppliers,536180,VP-7695,CAT-18348,137.86,LOT-91751,BATCH-8068,2026-04-11,Monitoring,PO-871910,2021-04-26,Pending,194,48,Main Warehouse,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN1903,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,United Medical Suppliers,536180,VP-7695,CAT-18348,137.86,LOT-91751,BATCH-8068,2026-04-11,Monitoring,PO-871910,2021-04-26,Pending,194,48,Main Warehouse,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN1904,Hospital D,OL357640,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,United Medical Suppliers,536180,VP-7695,CAT-18348,137.86,LOT-91751,BATCH-8068,2026-04-11,Monitoring,PO-871910,2021-04-26,Pending,194,48,Main Warehouse,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN1905,Hospital D,RO29429S,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,HealthCorp Intl,HealthEquip Direct,622088,VP-2510,CAT-43912,516.99,LOT-71202,BATCH-5277,2024-04-26,None,PO-863213,2023-05-28,Delivered,119,40,Clinic Supply Cabinet,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1906,Hospital D,RO29429S,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,HealthCorp Intl,HealthEquip Direct,622088,VP-2510,CAT-43912,516.99,LOT-71202,BATCH-5277,2024-04-26,None,PO-863213,2023-05-28,Delivered,119,40,Clinic Supply Cabinet,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1907,Hospital D,RO29429S,Syringe 10ml,Syringe 10ml - Premium,EA,Pharmaceutical,HealthCorp Intl,HealthEquip Direct,622088,VP-2510,CAT-43912,516.99,LOT-71202,BATCH-5277,2024-04-26,None,PO-863213,2023-05-28,Delivered,119,40,Clinic Supply Cabinet,NIM-SYRINGE-10ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN1908,Hospital D,SF8567ZX,Syringe 10ml,Syringe 10ml - Standard,EA,Pharmaceutical,MedSupply Corp,Prime Healthcare Vendors,468169,VP-2497,CAT-81606,407.7,LOT-93652,BATCH-3468,2024-09-24,Monitoring,PO-614447,2024-12-07,Pending,10,29,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1909,Hospital D,SF8567ZX,Syringe 10ml,Syringe 10ml - Standard,EA,Pharmaceutical,MedSupply Corp,Prime Healthcare Vendors,468169,VP-2497,CAT-81606,407.7,LOT-93652,BATCH-3468,2024-09-24,Monitoring,PO-614447,2024-12-07,Pending,10,29,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1910,Hospital D,SF8567ZX,Syringe 10ml,Syringe 10ml - Standard,EA,Pharmaceutical,MedSupply Corp,Prime Healthcare Vendors,468169,VP-2497,CAT-81606,407.7,LOT-93652,BATCH-3468,2024-09-24,Monitoring,PO-614447,2024-12-07,Pending,10,29,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1911,Hospital D,SF8567ZX,Syringe 10ml,Syringe 10ml - Standard,EA,Pharmaceutical,MedSupply Corp,Prime Healthcare Vendors,468169,VP-2497,CAT-81606,407.7,LOT-93652,BATCH-3468,2024-09-24,Monitoring,PO-614447,2024-12-07,Pending,10,29,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN1912,Hospital D,US6697SO,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,GlobalMed,112946,VP-7565,CAT-34378,569.34,LOT-82469,BATCH-9341,2028-04-25,Monitoring,PO-218810,2025-11-13,Pending,83,18,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1913,Hospital D,US6697SO,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,GlobalMed,112946,VP-7565,CAT-34378,569.34,LOT-82469,BATCH-9341,2028-04-25,Monitoring,PO-218810,2025-11-13,Pending,83,18,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1914,Hospital D,US6697SO,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,GlobalMed,112946,VP-7565,CAT-34378,569.34,LOT-82469,BATCH-9341,2028-04-25,Monitoring,PO-218810,2025-11-13,Pending,83,18,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN1915,Hospital D,US6697SO,Syringe 10ml,Syringe 10ml - Premium,EA,Implant,MedSupply Corp,GlobalMed,112946,VP-7565,CAT-34378,569.34,LOT-82469,BATCH-9341,2028-04-25,Monitoring,PO-218810,2025-11-13,Pending,83,18,ER Supply Room,NIM-SYRINGE-10ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
