issue_id,category,source_artifact,field_or_entity,decision_needed,owner,status,notes
HRQ-01348,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1879
HRQ-01349,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1880
HRQ-01350,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1881
HRQ-01351,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1882
HRQ-01352,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1883
HRQ-01353,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1884
HRQ-01354,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1885
HRQ-01355,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1886
HRQ-01356,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1887
HRQ-01357,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1888
HRQ-01358,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1889
HRQ-01359,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1890
HRQ-01360,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1891
HRQ-01361,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1892
HRQ-01362,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1893
HRQ-01363,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1894
HRQ-01364,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1895
HRQ-01365,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1901
HRQ-01366,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1902
HRQ-01367,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1903
HRQ-01368,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1904
HRQ-01369,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1908
HRQ-01370,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1909
HRQ-01371,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1910
HRQ-01372,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1911
HRQ-01373,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1912
HRQ-01374,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1913
HRQ-01375,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1914
HRQ-01376,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1915
HRQ-01377,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1916
HRQ-01378,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1917
HRQ-01379,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1918
HRQ-01380,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1919
HRQ-01381,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1920
HRQ-01382,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1921
HRQ-01383,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1922
HRQ-01384,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1923
HRQ-01385,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1924
HRQ-01386,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1925
HRQ-01387,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1926
HRQ-01388,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1927
HRQ-01389,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1928
HRQ-01390,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1929
HRQ-01391,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1930
HRQ-01392,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1931
HRQ-01393,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1932
HRQ-01394,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1933
HRQ-01395,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1934
HRQ-01396,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1935
HRQ-01397,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1936
HRQ-01398,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN1937
HRQ-01399,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN1938
HRQ-01400,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1940
HRQ-01401,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1941
HRQ-01402,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1942
HRQ-01403,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1948
HRQ-01404,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1949
HRQ-01405,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1950
HRQ-01406,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1951
HRQ-01407,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1954
HRQ-01408,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN1955
HRQ-01409,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1956
HRQ-01410,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1957
HRQ-01411,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN1958
HRQ-01412,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN1959
HRQ-01413,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN1960
HRQ-01414,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1961
HRQ-01415,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1962
HRQ-01416,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1963
HRQ-01417,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1964
HRQ-01418,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1965
HRQ-01419,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1966
HRQ-01420,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1967
HRQ-01421,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1968
HRQ-01422,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1969
HRQ-01423,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1988
HRQ-01424,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1989
HRQ-01425,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1990
HRQ-01426,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1991
HRQ-01427,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1992
HRQ-01428,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1993
HRQ-01429,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1994
HRQ-01430,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1995
HRQ-01431,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1996
HRQ-01432,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1997
HRQ-01433,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1998
HRQ-01434,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN1999
HRQ-01435,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2000
HRQ-01436,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2005
HRQ-01437,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2006
HRQ-01438,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2011
HRQ-01439,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2012
HRQ-01440,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2013
HRQ-01441,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2014
HRQ-01442,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2015
HRQ-01443,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2016
HRQ-01444,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2017
HRQ-01445,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2018
HRQ-01446,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2019
HRQ-01447,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2020
HRQ-01448,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2021
HRQ-01449,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2022
HRQ-01450,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2023
HRQ-01451,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN2024
HRQ-01452,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN2025
HRQ-01453,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN2026
HRQ-01454,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN2027
HRQ-01455,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN2028
HRQ-01456,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN2029
HRQ-01457,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN2030
HRQ-01458,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN2031
HRQ-01459,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN2032
HRQ-01460,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN2033
HRQ-01461,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN2034
HRQ-01462,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2035
HRQ-01463,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2036
HRQ-01464,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2037
HRQ-01465,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2038
HRQ-01466,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN2039
